state,year,perc,id,party,state_name
AK,1991,0,2,Republican,Alaska
AK,1992,0,2,Republican,Alaska
AK,1993,42.10526315789473,2,Republican,Alaska
AK,1994,15.202702702702704,2,Republican,Alaska
AK,1995,12.698412698412698,2,Republican,Alaska
AK,1996,13.698630136986301,2,Republican,Alaska
AK,1997,15.625,2,Republican,Alaska
AK,1998,0,2,Republican,Alaska
AK,1999,7.936507936507936,2,Republican,Alaska
AK,2000,6.451612903225806,2,Republican,Alaska
AK,2001,31.645569620253166,2,Republican,Alaska
AK,2002,11.075949367088608,2,Republican,Alaska
AK,2003,20.21772939346812,2,Republican,Alaska
AK,2004,13.888888888888888,2,Republican,Alaska
AK,2005,6.0882800608828,2,Republican,Alaska
AK,2006,9.11854103343465,2,Republican,Alaska
AK,2007,11.851851851851851,2,Republican,Alaska
AK,2008,11.904761904761903,2,Republican,Alaska
AK,2009,13.08139534883721,2,Republican,Alaska
AK,2010,10.071942446043165,2,Republican,Alaska
AK,2011,11.235955056179774,2,Republican,Alaska
AK,2012,8.547008547008549,2,Republican,Alaska
AK,2013,11.494252873563218,2,Republican,Alaska
AK,2014,8.645533141210375,2,Republican,Alaska
AK,2015,11.379800853485065,2,Republican,Alaska
AK,2016,15.536723163841808,2,Republican,Alaska
AK,2017,5.563282336578581,2,Republican,Alaska
AK,2018,9.722222222222223,2,Republican,Alaska
AL,1991,0,1,Republican,Alabama
AL,1992,0.946521533364884,1,Republican,Alabama
AL,1993,1.199616122840691,1,Republican,Alabama
AL,1994,0,1,Republican,Alabama
AL,1995,0,1,Republican,Alabama
AL,1996,0,1,Republican,Alabama
AL,1997,0,1,Republican,Alabama
AL,1998,0,1,Republican,Alabama
AL,1999,0,1,Republican,Alabama
AL,2000,0,1,Republican,Alabama
AL,2001,0,1,Republican,Alabama
AL,2002,0.4512635379061372,1,Republican,Alabama
AL,2003,0.22639800769753224,1,Republican,Alabama
AL,2004,0.6654835847382431,1,Republican,Alabama
AL,2005,0,1,Republican,Alabama
AL,2006,0,1,Republican,Alabama
AL,2007,1.5330705212439772,1,Republican,Alabama
AL,2008,2.3324851569126377,1,Republican,Alabama
AL,2009,1.933404940923738,1,Republican,Alabama
AL,2010,4.0279838880644485,1,Republican,Alabama
AL,2011,17.418677859391394,1,Republican,Alabama
AL,2012,1.2479201331114809,1,Republican,Alabama
AL,2013,1.248179737882255,1,Republican,Alabama
AL,2014,1.888772298006296,1,Republican,Alabama
AL,2015,2.074688796680498,1,Republican,Alabama
AL,2016,2.903961833644472,1,Republican,Alabama
AL,2017,2.9160591543428453,1,Republican,Alabama
AL,2018,0.4100881689563256,1,Republican,Alabama
AR,1991,4.8979591836734695,5,Republican,Arkansas
AR,1992,15.428339423467316,5,Democratic,Arkansas
AR,1993,5.3696819496076005,5,Democratic,Arkansas
AR,1994,4.142502071251036,5,Democratic,Arkansas
AR,1995,2.764612954186414,5,Democratic,Arkansas
AR,1996,0.38372985418265543,5,Democratic,Arkansas
AR,1997,0,5,Democratic,Arkansas
AR,1998,1.1723329425556857,5,Democratic,Arkansas
AR,1999,3.058103975535168,5,Democratic,Arkansas
AR,2000,1.1320754716981132,5,Republican,Arkansas
AR,2001,1.1320754716981132,5,Republican,Arkansas
AR,2002,0,5,Republican,Arkansas
AR,2003,64.7940074906367,5,Republican,Arkansas
AR,2004,30.48108703635696,5,Republican,Arkansas
AR,2005,48.98403483309144,5,Republican,Arkansas
AR,2006,41.12081513828239,5,Republican,Arkansas
AR,2007,11.77310024973243,5,Republican,Arkansas
AR,2008,32.600992204110554,5,Republican,Arkansas
AR,2009,26.35277582572031,5,Republican,Arkansas
AR,2010,22.229940951719346,5,Republican,Arkansas
AR,2011,12.37538673083534,5,Republican,Arkansas
AR,2012,17.531797868683398,5,Republican,Arkansas
AR,2013,9.46704067321178,5,Republican,Arkansas
AR,2014,3.804911795226565,5,Republican,Arkansas
AR,2015,2.0332090816672315,5,Republican,Arkansas
AR,2016,4.080244814688882,5,Republican,Arkansas
AR,2017,8.216364258815474,5,Republican,Arkansas
AR,2018,7.898351648351648,5,Republican,Arkansas
AZ,1991,13.322231473771858,4,Republican,Arizona
AZ,1992,44.66372370812776,4,Republican,Arizona
AZ,1993,51.96102922807894,4,Republican,Arizona
AZ,1994,48.543689320388346,4,Republican,Arizona
AZ,1995,50.72630850818538,4,Republican,Arizona
AZ,1996,52.23568742164647,4,Democratic,Arizona
AZ,1997,71.07473616196425,4,Democratic,Arizona
AZ,1998,57.90873746674852,4,Democratic,Arizona
AZ,1999,49.831916155823606,4,Democratic,Arizona
AZ,2000,54.23663385446825,4,Republican,Arizona
AZ,2001,72.63831388784344,4,Republican,Arizona
AZ,2002,44.432153392330385,4,Republican,Arizona
AZ,2003,44.44044620367039,4,Republican,Arizona
AZ,2004,39.04216553878189,4,Republican,Arizona
AZ,2005,32.19917012448133,4,Republican,Arizona
AZ,2006,27.014066496163682,4,Republican,Arizona
AZ,2007,25.294579732914375,4,Republican,Arizona
AZ,2008,28.335120232807473,4,Republican,Arizona
AZ,2009,33.650891210817456,4,Republican,Arizona
AZ,2010,36.725801431683784,4,Republican,Arizona
AZ,2011,29.479150756071483,4,Republican,Arizona
AZ,2012,26.498042758205358,4,Republican,Arizona
AZ,2013,30.77158603796693,4,Republican,Arizona
AZ,2014,39.80772119573381,4,Republican,Arizona
AZ,2015,41.02259215219976,4,Republican,Arizona
AZ,2016,31.549869148008142,4,Republican,Arizona
AZ,2017,37.81693167168027,4,Republican,Arizona
AZ,2018,23.33931777378815,4,Republican,Arizona
CA,1991,0.16268098259313488,6,Republican,California
CA,1992,2.4289454591337813,6,Democratic,California
CA,1993,11.3856740694401,6,Democratic,California
CA,1994,11.178123717199785,6,Democratic,California
CA,1995,54.62486351583217,6,Democratic,California
CA,1996,63.51957901253676,6,Democratic,California
CA,1997,55.69242935790979,6,Democratic,California
CA,1998,52.53514357803677,6,Democratic,California
CA,1999,57.82524847945409,6,Democratic,California
CA,2000,57.33423824839919,6,Democratic,California
CA,2001,65.30208757341397,6,Democratic,California
CA,2002,46.994410858902704,6,Democratic,California
CA,2003,41.68908776799116,6,Democratic,California
CA,2004,38.9410712288941,6,Democratic,California
CA,2005,38.504464285714285,6,Democratic,California
CA,2006,35.86836283185841,6,Democratic,California
CA,2007,38.623886114712946,6,Democratic,California
CA,2008,37.721429156317384,6,Democratic,California
CA,2009,27.70671166512438,6,Democratic,California
CA,2010,29.32330827067669,6,Democratic,California
CA,2011,27.665460736326878,6,Democratic,California
CA,2012,24.002954209748893,6,Democratic,California
CA,2013,22.037846467924727,6,Democratic,California
CA,2014,19.62964878704805,6,Democratic,California
CA,2015,21.417056881860752,6,Democratic,California
CA,2016,23.784584727792964,6,Democratic,California
CA,2017,27.874742018498228,6,Democratic,California
CA,2018,27.458492975734355,6,Democratic,California
CO,1991,38.56583308225369,8,Republican,Colorado
CO,1992,75.04312823461758,8,Democratic,Colorado
CO,1993,49.943883277216614,8,Democratic,Colorado
CO,1994,46.573875802997854,8,Democratic,Colorado
CO,1995,39.282889533350904,8,Democratic,Colorado
CO,1996,34.37580770224864,8,Republican,Colorado
CO,1997,29.32925274164754,8,Republican,Colorado
CO,1998,33.03076147251639,8,Republican,Colorado
CO,1999,35.88793702245891,8,Republican,Colorado
CO,2000,23.30410706045224,8,Republican,Colorado
CO,2001,28.62335302135393,8,Republican,Colorado
CO,2002,21.47651006711409,8,Republican,Colorado
CO,2003,19.205002233139794,8,Republican,Colorado
CO,2004,13.283152534868275,8,Republican,Colorado
CO,2005,27.003672499459928,8,Republican,Colorado
CO,2006,29.18490723368772,8,Republican,Colorado
CO,2007,32.43021346469622,8,Republican,Colorado
CO,2008,33.41483292583537,8,Democratic,Colorado
CO,2009,41.85952908029785,8,Democratic,Colorado
CO,2010,30.83083083083083,8,Democratic,Colorado
CO,2011,37.08133971291866,8,Democratic,Colorado
CO,2012,36.67766349699205,8,Democratic,Colorado
CO,2013,24.32585329059023,8,Democratic,Colorado
CO,2014,17.485119047619047,8,Democratic,Colorado
CO,2015,19.74169741697417,8,Democratic,Colorado
CO,2016,19.083969465648856,8,Democratic,Colorado
CO,2017,13.931608467523068,8,Democratic,Colorado
CO,2018,16.553406516814775,8,Democratic,Colorado
CT,1991,20.652499251721043,9,Republican,Connecticut
CT,1992,19.254278728606355,9,Democratic,Connecticut
CT,1993,35.59374041116907,9,Democratic,Connecticut
CT,1994,21.303258145363408,9,Democratic,Connecticut
CT,1995,26.556776556776555,9,Democratic,Connecticut
CT,1996,34.12152050284346,9,Democratic,Connecticut
CT,1997,34.28398058252427,9,Democratic,Connecticut
CT,1998,33.89312977099237,9,Democratic,Connecticut
CT,1999,40.374488004681105,9,Democratic,Connecticut
CT,2000,46.35958395245171,9,Democratic,Connecticut
CT,2001,50.51698670605613,9,Democratic,Connecticut
CT,2002,41.4569144210838,9,Democratic,Connecticut
CT,2003,43.02019315188762,9,Democratic,Connecticut
CT,2004,34.41353599082306,9,Democratic,Connecticut
CT,2005,29.57220786678151,9,Democratic,Connecticut
CT,2006,36.73705525021695,9,Democratic,Connecticut
CT,2007,41.48660328435609,9,Democratic,Connecticut
CT,2008,52.14098456160792,9,Democratic,Connecticut
CT,2009,57.6036866359447,9,Democratic,Connecticut
CT,2010,41.51369669584863,9,Democratic,Connecticut
CT,2011,40.409789413773474,9,Democratic,Connecticut
CT,2012,42.365652544782485,9,Democratic,Connecticut
CT,2013,39.59307121253781,9,Democratic,Connecticut
CT,2014,34.9454850433324,9,Democratic,Connecticut
CT,2015,26.03583426651736,9,Democratic,Connecticut
CT,2016,30.27754415475189,9,Democratic,Connecticut
CT,2017,30.959752321981423,9,Democratic,Connecticut
CT,2018,24.025783767946088,9,Democratic,Connecticut
DE,1991,40.90267983074753,10,Republican,Delaware
DE,1992,66.29055007052186,10,Democratic,Delaware
DE,1993,46.413502109704645,10,Democratic,Delaware
DE,1994,61.67400881057269,10,Democratic,Delaware
DE,1995,63.113604488078536,10,Democratic,Delaware
DE,1996,91.53005464480874,10,Democratic,Delaware
DE,1997,77.4365821094793,10,Democratic,Delaware
DE,1998,24.327784891165173,10,Democratic,Delaware
DE,1999,48.177083333333336,10,Democratic,Delaware
DE,2000,43.758043758043755,10,Democratic,Delaware
DE,2001,21.518987341772153,10,Democratic,Delaware
DE,2002,16.331658291457288,10,Democratic,Delaware
DE,2003,24.44987775061125,10,Democratic,Delaware
DE,2004,44.848484848484844,10,Democratic,Delaware
DE,2005,58.19477434679335,10,Democratic,Delaware
DE,2006,57.10955710955711,10,Democratic,Delaware
DE,2007,56.91056910569105,10,Democratic,Delaware
DE,2008,72.00929152148665,10,Democratic,Delaware
DE,2009,41.90260475651189,10,Democratic,Delaware
DE,2010,22.47191011235955,10,Democratic,Delaware
DE,2011,17.738359201773836,10,Democratic,Delaware
DE,2012,11.11111111111111,10,Democratic,Delaware
DE,2013,14.254385964912279,10,Democratic,Delaware
DE,2014,13.993541442411194,10,Democratic,Delaware
DE,2015,11.482254697286013,10,Democratic,Delaware
DE,2016,15.83949313621964,10,Democratic,Delaware
DE,2017,29.989658738366078,10,Democratic,Delaware
DE,2018,21.51639344262295,10,Democratic,Delaware
FL,1991,0,12,Republican,Florida
