date,year,event_type,perm_perc,event_descr,perc
2014-06-05,2014,Event,0.4,Rise of ISIS in a large amount of territory in western Syria and northern Iraq,0.05221523118293606
2014-06-05,2014,Event,0.4,Rise of ISIS in a large amount of territory in western Syria and northern Iraq,0.05973269618457403
2014-09-30,2014,Event,0.4,"First case of Ebola in the United States, by travel from the country of Liberia and West Africa",0.060917769713425406
2014-09-30,2014,Event,0.4,"First case of Ebola in the United States, by travel from the country of Liberia and West Africa",0.03982179745638268
2014-10-31,2014,Holiday,0.4,Halloween,0.10453221832300455
2014-10-31,2014,Holiday,0.4,Halloween,0.02610761559146803
2014-11-01,2014,Event,0.4," Obamacare, the Affordable Care Act, goes into affect for millions of Americans",0.060917769713425406
2014-11-01,2014,Event,0.4," Obamacare, the Affordable Care Act, goes into affect for millions of Americans",0.05973269618457403
2014-11-04,2014,Event,0.4,Republican expansion to 247 seats in the House of Representatives and 54 seats in the Senate,0.049777246820478356
2014-11-04,2014,Event,0.4,Republican expansion to 247 seats in the House of Representatives and 54 seats in the Senate,0.04351269265244672
2014-11-27,2014,Holiday,0.4,Thanksgiving,0.00995544936409567
2014-12-31,2014,Holiday,0.4,Christmas,0.00995544936409567
2015-02-14,2015,Holiday,0.4,Valentine's Day,0.01715383559763963
2015-02-14,2015,Holiday,0.4,Valentine's Day,0.03963103506355827
2015-04-25,2015,Event,0.4,"Riots begin in Baltimore after the death of Freddie Gray, a black man, in police custody",0.04953879382944784
2015-04-25,2015,Event,0.4,"Riots begin in Baltimore after the death of Freddie Gray, a black man, in police custody",0.025730753396459447
2015-06-16,2015,Event,0.4,Businessman Donald Trump joins a crowded field of Republican candidates,0.051461506792918894
2015-06-16,2015,Event,0.4,Businessman Donald Trump joins a crowded field of Republican candidates,0.03467715568061349
2015-06-26,2015,Event,0.4,US Supreme Court struck legalizes same-sex marriage in all fifty states,0.025730753396459447
2015-06-26,2015,Event,0.4,US Supreme Court struck legalizes same-sex marriage in all fifty states,0.0644004319782822
2015-07-20,2015,Event,0.4,Full diplomatic relations are reestablished between the United States and Cuba for the first time in fifty-four years,0.03963103506355827
2015-07-20,2015,Event,0.4,Full diplomatic relations are reestablished between the United States and Cuba for the first time in fifty-four years,0.03430767119527926
2015-09-22,2015,Event,0.4,Pope Francis makes his first visit to the United States,0.04458491444650305
2015-09-22,2015,Event,0.4,Pope Francis makes his first visit to the United States,0.025730753396459447
2015-10-31,2015,Holiday,0.4,Halloween,0.07926207012711654
2015-10-31,2015,Holiday,0.4,Halloween,0.025730753396459447
2015-11-26,2015,Holiday,0.4,Thanksgiving,0.060038424591738714
2015-11-26,2015,Holiday,0.4,Thanksgiving,0.03467715568061349
2015-12-02,2015,Event,0.4,"Islamic Terrorist inspired act in San Bernadino, California following Paris attacks in November.",0.03430767119527926
2015-12-02,2015,Event,0.4,"Islamic Terrorist inspired act in San Bernadino, California following Paris attacks in November.",0.05449267321239262
2015-12-31,2015,Holiday,0.4,Christmas,0.025730753396459447
2015-12-31,2015,Holiday,0.4,Christmas,0.02476939691472392
2016-02-14,2016,Holiday,0.4,Valentine's Day,0.027655479103519988
2016-02-14,2016,Holiday,0.4,Valentine's Day,0.028752983121998907
2016-06-12,2016,Event,0.4,"Terrorist attack in Orlando, Florida",0.06084205402774397
2016-06-12,2016,Event,0.4,"Terrorist attack in Orlando, Florida",0.04312947468299836
2016-10-31,2016,Holiday,0.4,Halloween,0.06637314984844797
2016-10-31,2016,Holiday,0.4,Halloween,0.14376491560999455
2016-11-24,2016,Holiday,0.4,Thanksgiving,0.057505966243997814
2016-11-24,2016,Holiday,0.4,Thanksgiving,0.02212438328281599
2016-11-28,2016,Event,0.4,Donald Trump wins presidential election,0.11501193248799563
2016-11-28,2016,Event,0.4,Donald Trump wins presidential election,0.04977986238633598
2016-12-29,2016,Event,0.4,Russia found to be behind a hacking scandal to influence the national presidential election,0.033186574924223985
2016-12-29,2016,Event,0.4,Russia found to be behind a hacking scandal to influence the national presidential election,0.04312947468299836
2016-12-31,2016,Holiday,0.4,Christmas,0.04424876656563198
2016-12-31,2016,Holiday,0.4,Christmas,0.057505966243997814
2017-01-20,2017,Event,0.4,Donald Trump takes oath of office,0.03292289458089155
2017-01-20,2017,Event,0.4,Donald Trump takes oath of office,0.06414642490591857
2017-02-11,2017,Event,0.4,North Korea fires ballistic missile over the Sea of Japan,0.08552856654122476
2017-02-11,2017,Event,0.4,North Korea fires ballistic missile over the Sea of Japan,0.04389719277452207
2017-02-14,2017,Holiday,0.4,Valentine's Day,0.021948596387261037
2017-02-14,2017,Holiday,0.4,Valentine's Day,0.0784011859961227
2017-06-01,2017,Event,0.4,United States withdraws from the Paris Climate Agreement,0.0997833276314289
2017-06-01,2017,Event,0.4,United States withdraws from the Paris Climate Agreement,0.06035864006496784
2017-08-25,2017,Event,0.4,"Disastrous hurricane season in the Gulf of Mexico, Caribbean, and Atlantic",0.05701904436081651
2017-08-25,2017,Event,0.4,"Disastrous hurricane season in the Gulf of Mexico, Caribbean, and Atlantic",0.08779438554904415
2017-10-31,2017,Holiday,0.4,Halloween,0.049384341871337334
2017-10-31,2017,Holiday,0.4,Halloween,0.12116546926673509
2017-11-23,2017,Holiday,0.4,Thanksgiving,0.027435745484076294
2017-11-23,2017,Holiday,0.4,Thanksgiving,0.04989166381571445
2017-12-22,2017,Event,0.4, President Trump signs the Tax Cuts and Jobs Act,0.03563690272551032
2017-12-22,2017,Event,0.4, President Trump signs the Tax Cuts and Jobs Act,0.06035864006496784
2017-12-31,2017,Holiday,0.4,Christmas,0.010974298193630518
2017-12-31,2017,Holiday,0.4,Christmas,0.04989166381571445
2018-02-14,2018,Holiday,0.4,Valentine's Day,0.08556271747190691
2018-02-14,2018,Holiday,0.4,Valentine's Day,0.04901987483591959
2018-04-10,2018,Event,0.4,Facebook founder Mark Zuckerberg responds to a Congressional inquiry,0.03812656931682634
2018-04-10,2018,Event,0.4,Facebook founder Mark Zuckerberg responds to a Congressional inquiry,0.11408362329587587
2018-06-11,2018,Event,0.4,President Donald Trump meets with North Korean Leader Kim Jong-un,0.09269294392789916
2018-06-11,2018,Event,0.4,President Donald Trump meets with North Korean Leader Kim Jong-un,0.043573222076372965
2018-07-06,2018,Event,0.4, Tariffs against $34 billion of Chinese goods go into position,0.054466527595466205
2018-07-06,2018,Event,0.4, Tariffs against $34 billion of Chinese goods go into position,0.12121384975186812
2018-10-31,2018,Holiday,0.4,Halloween,0.18538588785579832
2018-10-31,2018,Holiday,0.4,Halloween,0.07080648587410607
2018-11-06,2018,Event,0.4,Democratic gains  forty seats in the House of Representative,0.03812656931682634
2018-11-06,2018,Event,0.4,Democratic gains  forty seats in the House of Representative,0.1497347555758371
2018-11-22,2018,Holiday,0.4,Thanksgiving,0.04991158519194569
2018-11-22,2018,Holiday,0.4,Thanksgiving,0.027233263797733102
2018-12-22,2018,Event,0.4,Partial government shutdown after President Trump refuses to sign any spending package for Homeland Security that does not include funding for Mexico border barrier,0.05704181164793794
2018-12-22,2018,Event,0.4,Partial government shutdown after President Trump refuses to sign any spending package for Homeland Security that does not include funding for Mexico border barrier,0.021786611038186483
2018-12-31,2018,Holiday,0.4,Christmas,0.06535983311455945
2018-12-31,2018,Holiday,0.4,Christmas,0.02852090582396897
