year,city,region,n,pop
2013,Los Angeles,West,113,3883916
2013,Memphis,South,26,657877
2013,Mesa,West,2,464980
2013,Milwaukee,Midwest,9,599965
2013,Minneapolis,Midwest,39,400108
2013,New York,Northeast,314,8398739
2013,Philadelphia,Northeast,8,1558371
2013,Phoenix,West,123,1527336
2013,Pittsburgh,Northeast,15,307022
2013,Portland,Northeast,2,609970
2013,Portland,West,6,609970
2013,San Diego,West,43,1355951
2013,San Francisco,West,24,839841
2013,San Jose,West,15,1001253
2013,Seattle,West,90,654224
2013,St. Louis,Midwest,12,318459
2013,Taylor,Midwest,3,61960
2013,Washington,Northeast,4,650431
2013,Washington,South,70,650431
2013,Wichita,Midwest,14,387240
2014,Boston,Northeast,95,663017
2014,Chicago,Midwest,50,2728524
2014,Cincinnati,Midwest,54,298509
2014,Cleveland,Midwest,5,390850
2014,Columbus,Midwest,154,841740
2014,Dallas,South,15,1279679
2014,Denver,West,16,664870
2014,Detroit,Midwest,16,682669
2014,Eugene,West,33,160284
2014,Flint,Midwest,11,98565
2014,Grand Rapids,Midwest,4,194352
2014,Houston,South,16,2240982
2014,Indianapolis,Midwest,19,849634
2014,Kansas City,Midwest,32,470678
2014,Keansburg,Northeast,4,9825
2014,Las Vegas Metropolitan Police Department,West,17,608275
2014,Lincoln,Midwest,28,273945
2014,Los Angeles,West,152,3913260
2014,Memphis,South,13,655936
2014,Mesa,West,10,473390
2014,Milwaukee,Midwest,11,600743
2014,Minneapolis,Midwest,32,407122
2014,New York,Northeast,307,8437387
2014,Philadelphia,Northeast,11,1565604
2014,Phoenix,West,183,1556552
2014,Pittsburgh,Northeast,9,306092
2014,Portland,Northeast,4,620647
2014,San Diego,West,37,1376725
2014,San Francisco,West,22,851116
2014,San Jose,West,11,1014418
2014,Seattle,West,108,670925
2014,St. Louis,Midwest,6,317395
2014,Washington,South,68,662513
2014,Wichita,Midwest,14,388465
2015,Boston,Northeast,139,670791
2015,Chicago,Midwest,38,2726215
2015,Cincinnati,Midwest,33,299338
2015,Cleveland,Midwest,8,389248
2015,Cleveland,South,4,389248
2015,Columbus,Midwest,137,855012
2015,Dallas,South,11,1301794
2015,Denver,West,20,683665
2015,Detroit,Midwest,8,679305
2015,Eugene,West,39,162960
2015,Flint,Midwest,6,97761
2015,Grand Rapids,Midwest,3,195073
2015,Houston,South,27,2286630
2015,Indianapolis,Midwest,26,853238
2015,Kansas City,Midwest,42,475069
2015,Keansburg,Northeast,2,9801
2015,Las Vegas Metropolitan Police Department,West,41,617840
2015,Lincoln,Midwest,16,277178
2015,Los Angeles,West,192,3943215
2015,Memphis,South,17,654876
2015,Mesa,West,4,482108
2015,Milwaukee,Midwest,5,600627
2015,Minneapolis,Midwest,30,411150
2015,New York,Northeast,307,8468181
2015,Philadelphia,Northeast,14,1571258
2015,Phoenix,West,231,1584927
2015,Pittsburgh,Northeast,8,304211
2015,Portland,Northeast,7,631539
2015,Portland,South,1,631539
2015,Portland,West,17,631539
2015,San Diego,West,36,1388674
2015,San Francisco,West,28,863836
2015,San Jose,West,6,1026099
2015,Seattle,West,83,688156
2015,St. Louis,Midwest,8,315878
2015,Taylor,Midwest,2,61771
2015,Washington,South,64,675254
2015,Wichita,Midwest,15,389437
2016,Boston,Northeast,120,680470
2016,Chicago,Midwest,51,2718946
2016,Cincinnati,Midwest,44,299707
2016,Cleveland,Midwest,9,387708
2016,Cleveland,South,4,387708
2016,Columbus,Midwest,170,866918
2016,Dallas,South,11,1324477
2016,Denver,West,19,696618
2016,Detroit,Midwest,33,676883
2016,Eugene,West,38,166016
2016,Flint,Midwest,16,97026
2016,Grand Rapids,Midwest,2,196546
2016,Houston,South,8,2309752
2016,Indianapolis,Midwest,29,857488
2016,Kansas City,Midwest,44,481626
2016,Keansburg,Northeast,5,9791
2016,Las Vegas Metropolitan Police Department,West,25,626950
2016,Lincoln,Midwest,19,281254
2016,Lincoln,Northeast,1,281254
2016,Los Angeles,West,227,3969262
2016,Memphis,South,9,653184
2016,Mesa,West,5,491041
2016,Milwaukee,Midwest,6,597123
2016,Minneapolis,Midwest,38,415239
2016,New York,Northeast,361,8475976
2016,Philadelphia,Northeast,35,1576390
2016,Phoenix,West,174,1613581
2016,Pittsburgh,Northeast,5,304814
2016,Portland,Northeast,11,643136
2016,Portland,South,1,643136
2016,Portland,West,10,643136
2016,San Diego,West,35,1403865
2016,San Francisco,West,36,872795
2016,San Jose,West,19,1030359
2016,Seattle,West,126,710510
2016,St. Louis,Midwest,9,312389
2016,Taylor,Midwest,3,61563
2016,Tulsa,South,1,404182
2016,Washington,Northeast,1,686575
2016,Washington,South,104,686575
2016,Wichita,Midwest,7,390549
2017,Boston,Northeast,141,688276
2017,Chicago,Midwest,41,2713067
2017,Cincinnati,Midwest,41,301648
2017,Cleveland,Midwest,12,385428
2017,Cleveland,South,7,385428
2017,Columbus,Midwest,77,881763
2017,Columbus,South,4,881763
2017,Dallas,South,14,1343087
2017,Denver,West,11,705439
2017,Detroit,Midwest,43,674188
2017,Eugene,West,72,169558
2017,Flint,Midwest,9,96488
2017,Grand Rapids,Midwest,10,199082
2017,Houston,South,8,2317445
2017,Indianapolis,Midwest,40,861890
2017,Kansas City,Midwest,47,488266
2017,Keansburg,Northeast,10,9745
2017,Lincoln,Midwest,29,284506
2017,Lincoln,Northeast,2,284506
2017,Los Angeles,West,263,3982002
2017,Memphis,South,7,651562
2017,Mesa,West,5,500395
2017,Milwaukee,Midwest,5,593905
2017,Minneapolis,Midwest,31,421072
2017,New York,Northeast,318,8438271
2017,Philadelphia,Northeast,38,1580221
2017,Phoenix,West,219,1634984
2017,Pittsburgh,Northeast,12,301720
2017,Portland,Midwest,1,648630
2017,Portland,Northeast,10,648630
2017,Portland,West,19,648630
2017,San Diego,West,41,1414427
2017,San Francisco,West,43,879166
2017,San Jose,West,45,1032136
2017,Seattle,West,232,729601
2017,St. Louis,Midwest,11,307866
2017,Taylor,Midwest,3,61373
2017,Washington,South,169,695691
2017,Washington,West,2,695691
2017,Wichita,Midwest,6,390307
2018,Boston,Northeast,145,694583
2018,Chicago,Midwest,62,2705994
2018,Cincinnati,Midwest,30,302605
2018,Cleveland,Midwest,38,383793
2018,Cleveland,South,5,383793
2018,Columbus,Midwest,73,892533
2018,Columbus,South,6,892533
2018,Dallas,South,31,1345047
2018,Denver,West,22,716492
2018,Detroit,Midwest,54,672662
2018,Eugene,West,39,171245
2018,Flint,Midwest,10,95943
2018,Grand Rapids,Midwest,6,200217
2018,Houston,South,27,2325502
2018,Indianapolis,Midwest,31,867125
2018,Kansas City,Midwest,33,491918
2018,Keansburg,Northeast,11,9719
2018,Las Vegas Metropolitan Police Department,West,16,644644
2018,Lincoln,Midwest,12,287401
2018,Lincoln,Northeast,1,287401
2018,Los Angeles,West,282,3990456
2018,Memphis,South,5,650618
2018,Mesa,West,3,508958
2018,Milwaukee,Midwest,3,592025
2018,Minneapolis,Midwest,23,425403
2018,New York,Northeast,351,8398748
2018,Philadelphia,Northeast,42,1584138
2018,Phoenix,West,107,1660272
2018,Pittsburgh,Northeast,9,301048
2018,Portland,Northeast,12,653115
2018,Portland,West,26,653115
2018,San Diego,West,40,1425976
2018,San Francisco,West,68,883305
2018,San Jose,West,37,1030119
2018,Seattle,West,291,744955
2018,St. Louis,Midwest,2,302838
2018,Tulsa,South,1,400669
2018,Washington,South,194,702455
2018,Washington,West,1,702455
2018,Wichita,Midwest,4,389255
