year,party,nn,newdate,pop_2,perc
2003,Democratic,18,2003-06-08,142624,0.1262059681400045
2003,Democratic,12,2003-06-03,142624,0.08413731209333632
2003,Democratic,18,2003-03-08,142624,0.1262059681400045
2003,Democratic,12,2003-03-03,142624,0.08413731209333632
2003,Democratic,16,2003-05-08,142624,0.11218308279111511
2003,Democratic,19,2003-05-03,142624,0.13321741081444918
2003,Democratic,19,2003-11-08,142624,0.13321741081444918
2003,Democratic,15,2003-11-03,142624,0.1051716401166704
2003,Democratic,17,2003-10-08,142624,0.1191945254655598
2003,Democratic,11,2003-10-03,142624,0.07712586941889163
2003,Democratic,13,2003-09-08,142624,0.09114875476778102
2003,Democratic,11,2003-09-03,142624,0.07712586941889163
2003,Democratic,12,2003-04-09,142624,0.08413731209333632
2003,Democratic,21,2003-04-04,142624,0.14724029616333856
2003,Democratic,17,2003-08-09,142624,0.1191945254655598
2003,Democratic,20,2003-08-04,142624,0.14022885348889388
2003,Democratic,13,2003-12-09,142624,0.09114875476778102
2003,Democratic,7,2003-12-04,142624,0.04908009872111286
2003,Democratic,8,2003-02-09,142624,0.056091541395557554
2003,Democratic,8,2003-02-04,142624,0.056091541395557554
2003,Democratic,7,2003-01-09,142624,0.04908009872111286
2003,Democratic,8,2003-01-04,142624,0.056091541395557554
2003,Democratic,8,2003-07-09,142624,0.056091541395557554
2003,Democratic,19,2003-07-04,142624,0.13321741081444918
2003,Democratic,8,2003-06-09,142624,0.056091541395557554
2003,Democratic,13,2003-06-04,142624,0.09114875476778102
2003,Democratic,11,2003-03-09,142624,0.07712586941889163
2003,Democratic,13,2003-03-04,142624,0.09114875476778102
2003,Democratic,16,2003-05-09,142624,0.11218308279111511
2003,Democratic,13,2003-05-04,142624,0.09114875476778102
2003,Democratic,15,2003-11-09,142624,0.1051716401166704
2003,Democratic,22,2003-11-04,142624,0.15425173883778326
2003,Democratic,15,2003-10-09,142624,0.1051716401166704
2003,Democratic,11,2003-10-04,142624,0.07712586941889163
2003,Democratic,9,2003-09-09,142624,0.06310298407000225
2003,Democratic,11,2003-09-04,142624,0.07712586941889163
2003,Democratic,23,2003-04-10,142624,0.16126318151222796
2003,Democratic,13,2003-04-05,142624,0.09114875476778102
2003,Democratic,4,2003-08-10,142624,0.028045770697778777
2003,Democratic,14,2003-08-05,142624,0.09816019744222572
2003,Democratic,11,2003-12-10,142624,0.07712586941889163
2003,Democratic,13,2003-12-05,142624,0.09114875476778102
2003,Democratic,11,2003-02-10,142624,0.07712586941889163
2003,Democratic,10,2003-02-05,142624,0.07011442674444694
2003,Democratic,14,2003-01-10,142624,0.09816019744222572
2003,Democratic,7,2003-01-05,142624,0.04908009872111286
2003,Democratic,10,2003-07-10,142624,0.07011442674444694
2003,Democratic,18,2003-07-05,142624,0.1262059681400045
2003,Democratic,12,2003-06-10,142624,0.08413731209333632
2003,Democratic,9,2003-06-05,142624,0.06310298407000225
2003,Democratic,11,2003-03-10,142624,0.07712586941889163
2003,Democratic,16,2003-03-05,142624,0.11218308279111511
2003,Democratic,10,2003-05-10,142624,0.07011442674444694
2003,Democratic,17,2003-05-05,142624,0.1191945254655598
2003,Democratic,19,2003-11-10,142624,0.13321741081444918
2003,Democratic,10,2003-11-05,142624,0.07011442674444694
2003,Democratic,22,2003-10-10,142624,0.15425173883778326
2003,Democratic,15,2003-10-05,142624,0.1051716401166704
2003,Democratic,12,2003-09-10,142624,0.08413731209333632
2003,Democratic,20,2003-09-05,142624,0.14022885348889388
2003,Democratic,12,2003-04-11,142624,0.08413731209333632
2003,Democratic,13,2003-04-06,142624,0.09114875476778102
2003,Democratic,14,2003-08-11,142624,0.09816019744222572
2003,Democratic,8,2003-12-16,142624,0.056091541395557554
2003,Democratic,17,2003-12-11,142624,0.1191945254655598
2003,Democratic,15,2003-02-16,142624,0.1051716401166704
2003,Democratic,9,2003-02-11,142624,0.06310298407000225
2003,Democratic,10,2003-01-16,142624,0.07011442674444694
2003,Democratic,7,2003-01-11,142624,0.04908009872111286
2003,Democratic,13,2003-07-16,142624,0.09114875476778102
2003,Democratic,14,2003-07-11,142624,0.09816019744222572
2003,Democratic,22,2003-06-16,142624,0.15425173883778326
2003,Democratic,14,2003-06-11,142624,0.09816019744222572
2003,Democratic,12,2003-03-16,142624,0.08413731209333632
2003,Democratic,13,2003-03-11,142624,0.09114875476778102
2003,Democratic,25,2003-05-16,142624,0.17528606686111733
2003,Democratic,13,2003-05-11,142624,0.09114875476778102
2003,Democratic,7,2003-11-16,142624,0.04908009872111286
2003,Democratic,23,2003-11-11,142624,0.16126318151222796
2003,Democratic,9,2003-10-16,142624,0.06310298407000225
2003,Democratic,16,2003-10-11,142624,0.11218308279111511
2003,Democratic,18,2003-09-16,142624,0.1262059681400045
2003,Democratic,12,2003-09-11,142624,0.08413731209333632
2003,Democratic,18,2003-04-17,142624,0.1262059681400045
2003,Democratic,16,2003-04-12,142624,0.11218308279111511
2003,Democratic,12,2003-08-17,142624,0.08413731209333632
2003,Democratic,9,2003-08-12,142624,0.06310298407000225
2003,Democratic,10,2003-12-17,142624,0.07011442674444694
2003,Democratic,15,2003-12-12,142624,0.1051716401166704
2003,Democratic,8,2003-02-17,142624,0.056091541395557554
2003,Democratic,13,2003-02-12,142624,0.09114875476778102
2003,Democratic,13,2003-01-17,142624,0.09114875476778102
2003,Democratic,17,2003-01-12,142624,0.1191945254655598
2003,Democratic,19,2003-07-17,142624,0.13321741081444918
2003,Democratic,18,2003-07-12,142624,0.1262059681400045
2003,Democratic,9,2003-06-17,142624,0.06310298407000225
2003,Democratic,18,2003-06-12,142624,0.1262059681400045
2003,Democratic,19,2003-03-17,142624,0.13321741081444918
2003,Democratic,11,2003-03-12,142624,0.07712586941889163
2003,Democratic,22,2003-05-17,142624,0.15425173883778326
2003,Democratic,8,2003-05-12,142624,0.056091541395557554
2003,Democratic,9,2003-11-17,142624,0.06310298407000225
2003,Democratic,6,2003-11-12,142624,0.04206865604666816
2003,Democratic,29,2003-10-17,142624,0.2033318375588961
2003,Democratic,12,2003-10-12,142624,0.08413731209333632
2003,Democratic,15,2003-09-17,142624,0.1051716401166704
2003,Democratic,18,2003-09-12,142624,0.1262059681400045
2003,Democratic,16,2003-04-18,142624,0.11218308279111511
2003,Democratic,15,2003-04-13,142624,0.1051716401166704
2003,Democratic,12,2003-08-18,142624,0.08413731209333632
2003,Democratic,12,2003-08-13,142624,0.08413731209333632
2003,Democratic,16,2003-12-18,142624,0.11218308279111511
2003,Democratic,6,2003-12-13,142624,0.04206865604666816
2003,Democratic,13,2003-02-18,142624,0.09114875476778102
2003,Democratic,9,2003-02-13,142624,0.06310298407000225
2003,Democratic,16,2003-01-18,142624,0.11218308279111511
2003,Democratic,6,2003-01-13,142624,0.04206865604666816
2003,Democratic,11,2003-07-18,142624,0.07712586941889163
2003,Democratic,12,2003-07-13,142624,0.08413731209333632
2003,Democratic,11,2003-06-18,142624,0.07712586941889163
2003,Democratic,13,2003-06-13,142624,0.09114875476778102
2003,Democratic,15,2003-03-18,142624,0.1051716401166704
2003,Democratic,15,2003-03-13,142624,0.1051716401166704
2003,Democratic,10,2003-05-18,142624,0.07011442674444694
2003,Democratic,14,2003-05-13,142624,0.09816019744222572
2003,Democratic,10,2003-11-18,142624,0.07011442674444694
2003,Democratic,12,2003-11-13,142624,0.08413731209333632
2003,Democratic,12,2003-10-18,142624,0.08413731209333632
2003,Democratic,14,2003-10-13,142624,0.09816019744222572
2003,Democratic,18,2003-09-18,142624,0.1262059681400045
2003,Democratic,16,2003-09-13,142624,0.11218308279111511
2003,Democratic,24,2003-04-19,142624,0.16827462418667263
2003,Democratic,15,2003-04-14,142624,0.1051716401166704
2003,Democratic,13,2003-08-19,142624,0.09114875476778102
2003,Democratic,12,2003-08-14,142624,0.08413731209333632
2003,Democratic,17,2003-12-19,142624,0.1191945254655598
2003,Democratic,8,2003-12-14,142624,0.056091541395557554
2003,Democratic,10,2003-02-19,142624,0.07011442674444694
2003,Democratic,12,2003-02-14,142624,0.08413731209333632
2003,Democratic,11,2003-01-19,142624,0.07712586941889163
2003,Democratic,9,2003-01-14,142624,0.06310298407000225
2003,Democratic,12,2003-07-19,142624,0.08413731209333632
2003,Democratic,14,2003-07-14,142624,0.09816019744222572
2003,Democratic,24,2003-06-19,142624,0.16827462418667263
2003,Democratic,25,2003-06-14,142624,0.17528606686111733
2003,Democratic,17,2003-03-19,142624,0.1191945254655598
2003,Democratic,16,2003-03-14,142624,0.11218308279111511
2003,Democratic,17,2003-05-19,142624,0.1191945254655598
2003,Democratic,11,2003-05-14,142624,0.07712586941889163
2003,Democratic,23,2003-11-19,142624,0.16126318151222796
2003,Democratic,8,2003-11-14,142624,0.056091541395557554
2003,Democratic,15,2003-10-19,142624,0.1051716401166704
2003,Democratic,17,2003-10-14,142624,0.1191945254655598
2003,Democratic,20,2003-09-19,142624,0.14022885348889388
2003,Democratic,20,2003-09-14,142624,0.14022885348889388
2003,Democratic,15,2003-04-20,142624,0.1051716401166704
2003,Democratic,10,2003-04-15,142624,0.07011442674444694
2003,Democratic,14,2003-08-20,142624,0.09816019744222572
2003,Democratic,16,2003-08-15,142624,0.11218308279111511
2003,Democratic,11,2003-12-20,142624,0.07712586941889163
2003,Democratic,9,2003-12-15,142624,0.06310298407000225
2003,Democratic,7,2003-02-20,142624,0.04908009872111286
2003,Democratic,9,2003-02-15,142624,0.06310298407000225
2003,Democratic,5,2003-01-20,142624,0.03505721337222347
2003,Democratic,12,2003-01-15,142624,0.08413731209333632
2003,Democratic,20,2003-07-20,142624,0.14022885348889388
2003,Democratic,21,2003-07-15,142624,0.14724029616333856
2003,Democratic,16,2003-06-20,142624,0.11218308279111511
2003,Democratic,13,2003-06-15,142624,0.09114875476778102
2003,Democratic,16,2003-03-20,142624,0.11218308279111511
2003,Democratic,16,2003-03-15,142624,0.11218308279111511
2003,Democratic,14,2003-05-20,142624,0.09816019744222572
2003,Democratic,18,2003-05-15,142624,0.1262059681400045
2003,Democratic,11,2003-11-20,142624,0.07712586941889163
2003,Democratic,12,2003-11-15,142624,0.08413731209333632
2003,Democratic,17,2003-10-20,142624,0.1191945254655598
2003,Democratic,14,2003-10-15,142624,0.09816019744222572
2003,Democratic,14,2003-09-20,142624,0.09816019744222572
2003,Democratic,21,2003-09-15,142624,0.14724029616333856
2003,Democratic,18,2003-04-21,142624,0.1262059681400045
2003,Democratic,12,2003-04-16,142624,0.08413731209333632
2003,Democratic,17,2003-08-21,142624,0.1191945254655598
2003,Democratic,14,2003-08-16,142624,0.09816019744222572
2003,Democratic,11,2003-12-21,142624,0.07712586941889163
2003,Democratic,11,2003-02-26,142624,0.07712586941889163
2003,Democratic,21,2003-02-21,142624,0.14724029616333856
2003,Democratic,14,2003-01-26,142624,0.09816019744222572
2003,Democratic,12,2003-01-21,142624,0.08413731209333632
2003,Democratic,10,2003-07-26,142624,0.07011442674444694
2003,Democratic,14,2003-07-21,142624,0.09816019744222572
2003,Democratic,15,2003-06-26,142624,0.1051716401166704
2003,Democratic,13,2003-06-21,142624,0.09114875476778102
2003,Democratic,18,2003-03-26,142624,0.1262059681400045
2003,Democratic,18,2003-03-21,142624,0.1262059681400045
2003,Democratic,12,2003-05-26,142624,0.08413731209333632
2003,Democratic,10,2003-05-21,142624,0.07011442674444694
2003,Democratic,8,2003-11-26,142624,0.056091541395557554
2003,Democratic,25,2003-11-21,142624,0.17528606686111733
2003,Democratic,16,2003-10-26,142624,0.11218308279111511
2003,Democratic,17,2003-10-21,142624,0.1191945254655598
2003,Democratic,16,2003-09-26,142624,0.11218308279111511
2003,Democratic,20,2003-09-21,142624,0.14022885348889388
2003,Democratic,13,2003-04-27,142624,0.09114875476778102
2003,Democratic,12,2003-04-22,142624,0.08413731209333632
2003,Democratic,8,2003-08-27,142624,0.056091541395557554
2003,Democratic,15,2003-08-22,142624,0.1051716401166704
2003,Democratic,7,2003-12-27,142624,0.04908009872111286
2003,Democratic,7,2003-12-22,142624,0.04908009872111286
2003,Democratic,10,2003-02-27,142624,0.07011442674444694
2003,Democratic,16,2003-02-22,142624,0.11218308279111511
2003,Democratic,21,2003-01-27,142624,0.14724029616333856
2003,Democratic,7,2003-01-22,142624,0.04908009872111286
2003,Democratic,17,2003-07-27,142624,0.1191945254655598
2003,Democratic,12,2003-07-22,142624,0.08413731209333632
2003,Democratic,20,2003-06-27,142624,0.14022885348889388
2003,Democratic,15,2003-06-22,142624,0.1051716401166704
2003,Democratic,19,2003-03-27,142624,0.13321741081444918
2003,Democratic,14,2003-03-22,142624,0.09816019744222572
2003,Democratic,13,2003-05-27,142624,0.09114875476778102
2003,Democratic,18,2003-05-22,142624,0.1262059681400045
2003,Democratic,7,2003-11-27,142624,0.04908009872111286
2003,Democratic,16,2003-11-22,142624,0.11218308279111511
2003,Democratic,9,2003-10-27,142624,0.06310298407000225
2003,Democratic,11,2003-10-22,142624,0.07712586941889163
2003,Democratic,10,2003-09-27,142624,0.07011442674444694
2003,Democratic,17,2003-09-22,142624,0.1191945254655598
2003,Democratic,18,2003-04-28,142624,0.1262059681400045
2003,Democratic,14,2003-04-23,142624,0.09816019744222572
2003,Democratic,11,2003-08-28,142624,0.07712586941889163
2003,Democratic,5,2003-08-23,142624,0.03505721337222347
2003,Democratic,5,2003-12-28,142624,0.03505721337222347
2003,Democratic,11,2003-12-23,142624,0.07712586941889163
2003,Democratic,18,2003-02-28,142624,0.1262059681400045
2003,Democratic,16,2003-02-23,142624,0.11218308279111511
2003,Democratic,11,2003-01-28,142624,0.07712586941889163
2003,Democratic,12,2003-01-23,142624,0.08413731209333632
2003,Democratic,16,2003-07-28,142624,0.11218308279111511
2003,Democratic,22,2003-07-23,142624,0.15425173883778326
2003,Democratic,12,2003-06-28,142624,0.08413731209333632
2003,Democratic,8,2003-06-23,142624,0.056091541395557554
2003,Democratic,18,2003-03-28,142624,0.1262059681400045
2003,Democratic,13,2003-03-23,142624,0.09114875476778102
2003,Democratic,17,2003-05-28,142624,0.1191945254655598
2003,Democratic,24,2003-05-23,142624,0.16827462418667263
2003,Democratic,14,2003-11-28,142624,0.09816019744222572
2003,Democratic,12,2003-11-23,142624,0.08413731209333632
2003,Democratic,14,2003-10-28,142624,0.09816019744222572
2003,Democratic,7,2003-10-23,142624,0.04908009872111286
2003,Democratic,15,2003-09-28,142624,0.1051716401166704
2003,Democratic,16,2003-09-23,142624,0.11218308279111511
2003,Democratic,19,2003-04-29,142624,0.13321741081444918
2003,Democratic,12,2003-04-24,142624,0.08413731209333632
2003,Democratic,15,2003-08-29,142624,0.1051716401166704
2003,Democratic,18,2003-08-24,142624,0.1262059681400045
2003,Democratic,12,2003-12-29,142624,0.08413731209333632
2003,Democratic,4,2003-12-24,142624,0.028045770697778777
2003,Democratic,11,2003-01-29,142624,0.07712586941889163
2003,Democratic,18,2003-02-24,142624,0.1262059681400045
2003,Democratic,15,2003-07-29,142624,0.1051716401166704
2003,Democratic,10,2003-01-24,142624,0.07011442674444694
2003,Democratic,31,2003-06-29,142624,0.2173547229077855
2003,Democratic,11,2003-07-24,142624,0.07712586941889163
2003,Democratic,17,2003-03-29,142624,0.1191945254655598
2003,Democratic,13,2003-06-24,142624,0.09114875476778102
2003,Democratic,13,2003-05-29,142624,0.09114875476778102
2003,Democratic,15,2003-03-24,142624,0.1051716401166704
2003,Democratic,15,2003-11-29,142624,0.1051716401166704
2003,Democratic,17,2003-05-24,142624,0.1191945254655598
2003,Democratic,10,2003-10-29,142624,0.07011442674444694
2003,Democratic,17,2003-11-24,142624,0.1191945254655598
2003,Democratic,4,2003-09-29,142624,0.028045770697778777
2003,Democratic,17,2003-10-24,142624,0.1191945254655598
2003,Democratic,8,2003-04-30,142624,0.056091541395557554
2003,Democratic,10,2003-09-24,142624,0.07011442674444694
2003,Democratic,16,2003-08-30,142624,0.11218308279111511
2003,Democratic,20,2003-04-25,142624,0.14022885348889388
2003,Democratic,3,2003-12-30,142624,0.02103432802333408
2003,Democratic,11,2003-08-25,142624,0.07712586941889163
2003,Democratic,12,2003-01-30,142624,0.08413731209333632
2003,Democratic,5,2003-12-25,142624,0.03505721337222347
2003,Democratic,13,2003-07-30,142624,0.09114875476778102
2003,Democratic,11,2003-02-25,142624,0.07712586941889163
2003,Democratic,8,2003-06-30,142624,0.056091541395557554
2003,Democratic,13,2003-01-25,142624,0.09114875476778102
2003,Democratic,12,2003-03-30,142624,0.08413731209333632
2003,Democratic,14,2003-07-25,142624,0.09816019744222572
2003,Democratic,14,2003-05-30,142624,0.09816019744222572
2003,Democratic,11,2003-06-25,142624,0.07712586941889163
2003,Democratic,11,2003-11-30,142624,0.07712586941889163
2003,Democratic,21,2003-03-25,142624,0.14724029616333856
2003,Democratic,26,2003-10-30,142624,0.18229750953556204
2003,Democratic,17,2003-05-25,142624,0.1191945254655598
2003,Democratic,13,2003-09-30,142624,0.09114875476778102
2003,Democratic,18,2003-11-25,142624,0.1262059681400045
2003,Democratic,5,2003-08-31,142624,0.03505721337222347
2003,Democratic,20,2003-10-25,142624,0.14022885348889388
2003,Democratic,10,2003-12-31,142624,0.07011442674444694
2003,Democratic,13,2003-09-25,142624,0.09114875476778102
2003,Democratic,12,2003-01-31,142624,0.08413731209333632
2003,Democratic,13,2003-04-26,142624,0.09114875476778102
2003,Democratic,3,2003-07-31,142624,0.02103432802333408
2003,Democratic,20,2003-08-26,142624,0.14022885348889388
2003,Democratic,10,2003-03-31,142624,0.07011442674444694
2003,Democratic,11,2003-12-26,142624,0.07712586941889163
2003,Democratic,16,2003-05-31,142624,0.11218308279111511
2003,Democratic,27,2003-10-31,142624,0.18930895221000674
2003,Republican,5,2003-04-01,144528,0.03459537252297133
2003,Republican,6,2003-08-01,144528,0.04151444702756559
2003,Republican,7,2003-12-06,144528,0.04843352153215986
2003,Republican,5,2003-12-01,144528,0.03459537252297133
2003,Republican,7,2003-02-06,144528,0.04843352153215986
2003,Republican,3,2003-02-01,144528,0.020757223513782796
2003,Republican,6,2003-01-06,144528,0.04151444702756559
2003,Republican,12,2003-01-01,144528,0.08302889405513118
2003,Republican,6,2003-07-06,144528,0.04151444702756559
2003,Republican,3,2003-07-01,144528,0.020757223513782796
2003,Republican,5,2003-06-06,144528,0.03459537252297133
2003,Republican,9,2003-06-01,144528,0.062271670541348384
2003,Republican,7,2003-03-06,144528,0.04843352153215986
2003,Republican,8,2003-03-01,144528,0.055352596036754124
2003,Republican,12,2003-05-06,144528,0.08302889405513118
2003,Republican,8,2003-05-01,144528,0.055352596036754124
2003,Republican,3,2003-11-06,144528,0.020757223513782796
2003,Republican,11,2003-11-01,144528,0.07610981955053692
2003,Republican,8,2003-10-06,144528,0.055352596036754124
2003,Republican,5,2003-10-01,144528,0.03459537252297133
2003,Republican,8,2003-09-06,144528,0.055352596036754124
2003,Republican,8,2003-09-01,144528,0.055352596036754124
2003,Republican,2,2003-04-07,144528,0.013838149009188531
2003,Republican,6,2003-04-02,144528,0.04151444702756559
2003,Republican,5,2003-08-07,144528,0.03459537252297133
2003,Republican,9,2003-08-02,144528,0.062271670541348384
2003,Republican,2,2003-12-07,144528,0.013838149009188531
2003,Republican,7,2003-12-02,144528,0.04843352153215986
2003,Republican,11,2003-02-07,144528,0.07610981955053692
2003,Republican,7,2003-02-02,144528,0.04843352153215986
2003,Republican,7,2003-01-07,144528,0.04843352153215986
2003,Republican,4,2003-01-02,144528,0.027676298018377062
2003,Republican,8,2003-07-07,144528,0.055352596036754124
2003,Republican,4,2003-07-02,144528,0.027676298018377062
2003,Republican,13,2003-06-07,144528,0.08994796855972545
2003,Republican,6,2003-06-02,144528,0.04151444702756559
2003,Republican,12,2003-03-07,144528,0.08302889405513118
2003,Republican,5,2003-03-02,144528,0.03459537252297133
2003,Republican,8,2003-05-07,144528,0.055352596036754124
2003,Republican,6,2003-05-02,144528,0.04151444702756559
2003,Republican,4,2003-11-07,144528,0.027676298018377062
2003,Republican,8,2003-11-02,144528,0.055352596036754124
2003,Republican,7,2003-10-07,144528,0.04843352153215986
2003,Republican,6,2003-10-02,144528,0.04151444702756559
2003,Republican,2,2003-09-07,144528,0.013838149009188531
2003,Republican,5,2003-09-02,144528,0.03459537252297133
2003,Republican,4,2003-04-08,144528,0.027676298018377062
2003,Republican,6,2003-04-03,144528,0.04151444702756559
2003,Republican,7,2003-08-08,144528,0.04843352153215986
2003,Republican,7,2003-08-03,144528,0.04843352153215986
2003,Republican,8,2003-12-08,144528,0.055352596036754124
2003,Republican,7,2003-12-03,144528,0.04843352153215986
2003,Republican,7,2003-02-08,144528,0.04843352153215986
2003,Republican,6,2003-02-03,144528,0.04151444702756559
2003,Republican,5,2003-01-08,144528,0.03459537252297133
2003,Republican,7,2003-01-03,144528,0.04843352153215986
2003,Republican,11,2003-07-08,144528,0.07610981955053692
2003,Republican,10,2003-07-03,144528,0.06919074504594266
2003,Republican,5,2003-06-08,144528,0.03459537252297133
2003,Republican,5,2003-06-03,144528,0.03459537252297133
2003,Republican,7,2003-03-08,144528,0.04843352153215986
2003,Republican,4,2003-03-03,144528,0.027676298018377062
2003,Republican,4,2003-05-08,144528,0.027676298018377062
2003,Republican,9,2003-05-03,144528,0.062271670541348384
2003,Republican,10,2003-11-08,144528,0.06919074504594266
2003,Republican,2,2003-11-03,144528,0.013838149009188531
2003,Republican,6,2003-10-08,144528,0.04151444702756559
2003,Republican,7,2003-10-03,144528,0.04843352153215986
2003,Republican,8,2003-09-08,144528,0.055352596036754124
2003,Republican,11,2003-09-03,144528,0.07610981955053692
2003,Republican,7,2003-04-09,144528,0.04843352153215986
2003,Republican,3,2003-04-04,144528,0.020757223513782796
2003,Republican,10,2003-08-09,144528,0.06919074504594266
2003,Republican,8,2003-08-04,144528,0.055352596036754124
2003,Republican,5,2003-12-09,144528,0.03459537252297133
2003,Republican,9,2003-12-04,144528,0.062271670541348384
2003,Republican,2,2003-02-09,144528,0.013838149009188531
2003,Republican,4,2003-02-04,144528,0.027676298018377062
2003,Republican,11,2003-01-09,144528,0.07610981955053692
2003,Republican,3,2003-01-04,144528,0.020757223513782796
2003,Republican,3,2003-07-09,144528,0.020757223513782796
2003,Republican,7,2003-07-04,144528,0.04843352153215986
2003,Republican,7,2003-06-09,144528,0.04843352153215986
2003,Republican,5,2003-06-04,144528,0.03459537252297133
2003,Republican,8,2003-03-09,144528,0.055352596036754124
2003,Republican,6,2003-03-04,144528,0.04151444702756559
2003,Republican,4,2003-05-09,144528,0.027676298018377062
2003,Republican,7,2003-05-04,144528,0.04843352153215986
2003,Republican,4,2003-11-09,144528,0.027676298018377062
2003,Republican,6,2003-11-04,144528,0.04151444702756559
2003,Republican,10,2003-10-09,144528,0.06919074504594266
2003,Republican,8,2003-10-04,144528,0.055352596036754124
2003,Republican,10,2003-09-09,144528,0.06919074504594266
2003,Republican,3,2003-09-04,144528,0.020757223513782796
2003,Republican,9,2003-04-10,144528,0.062271670541348384
2003,Republican,7,2003-04-05,144528,0.04843352153215986
2003,Republican,9,2003-08-10,144528,0.062271670541348384
2003,Republican,14,2003-08-05,144528,0.09686704306431972
2003,Republican,4,2003-12-10,144528,0.027676298018377062
2003,Republican,3,2003-12-05,144528,0.020757223513782796
2003,Republican,12,2003-02-10,144528,0.08302889405513118
2003,Republican,3,2003-02-05,144528,0.020757223513782796
2003,Republican,6,2003-01-10,144528,0.04151444702756559
2003,Republican,6,2003-01-05,144528,0.04151444702756559
2003,Republican,6,2003-07-10,144528,0.04151444702756559
2003,Republican,10,2003-07-05,144528,0.06919074504594266
2003,Republican,2,2003-06-10,144528,0.013838149009188531
2003,Republican,8,2003-06-05,144528,0.055352596036754124
2003,Republican,8,2003-03-10,144528,0.055352596036754124
2003,Republican,6,2003-03-05,144528,0.04151444702756559
2003,Republican,11,2003-05-10,144528,0.07610981955053692
2003,Republican,5,2003-05-05,144528,0.03459537252297133
2003,Republican,7,2003-11-10,144528,0.04843352153215986
2003,Republican,8,2003-11-05,144528,0.055352596036754124
2003,Republican,6,2003-10-10,144528,0.04151444702756559
2003,Republican,9,2003-10-05,144528,0.062271670541348384
2003,Republican,9,2003-09-10,144528,0.062271670541348384
2003,Republican,3,2003-09-05,144528,0.020757223513782796
2003,Republican,12,2003-04-11,144528,0.08302889405513118
2003,Republican,8,2003-04-06,144528,0.055352596036754124
2003,Republican,6,2003-08-11,144528,0.04151444702756559
2003,Republican,6,2003-08-06,144528,0.04151444702756559
2003,Republican,5,2003-12-11,144528,0.03459537252297133
2003,Republican,4,2003-02-16,144528,0.027676298018377062
2003,Republican,7,2003-02-11,144528,0.04843352153215986
2003,Republican,2,2003-01-16,144528,0.013838149009188531
2003,Republican,5,2003-01-11,144528,0.03459537252297133
2003,Republican,5,2003-07-16,144528,0.03459537252297133
2003,Republican,9,2003-07-11,144528,0.062271670541348384
2003,Republican,4,2003-06-16,144528,0.027676298018377062
2003,Republican,6,2003-06-11,144528,0.04151444702756559
2003,Republican,4,2003-03-16,144528,0.027676298018377062
2003,Republican,6,2003-03-11,144528,0.04151444702756559
2003,Republican,5,2003-05-16,144528,0.03459537252297133
2003,Republican,8,2003-05-11,144528,0.055352596036754124
2003,Republican,5,2003-11-16,144528,0.03459537252297133
2003,Republican,10,2003-11-11,144528,0.06919074504594266
2003,Republican,5,2003-10-16,144528,0.03459537252297133
2003,Republican,5,2003-10-11,144528,0.03459537252297133
2003,Republican,5,2003-09-16,144528,0.03459537252297133
2003,Republican,10,2003-09-11,144528,0.06919074504594266
2003,Republican,7,2003-04-17,144528,0.04843352153215986
2003,Republican,3,2003-04-12,144528,0.020757223513782796
2003,Republican,18,2003-08-17,144528,0.12454334108269677
2003,Republican,11,2003-08-12,144528,0.07610981955053692
2003,Republican,5,2003-12-17,144528,0.03459537252297133
2003,Republican,13,2003-12-12,144528,0.08994796855972545
2003,Republican,5,2003-02-17,144528,0.03459537252297133
2003,Republican,3,2003-02-12,144528,0.020757223513782796
2003,Republican,7,2003-01-17,144528,0.04843352153215986
2003,Republican,5,2003-01-12,144528,0.03459537252297133
2003,Republican,3,2003-07-17,144528,0.020757223513782796
2003,Republican,10,2003-07-12,144528,0.06919074504594266
2003,Republican,5,2003-06-17,144528,0.03459537252297133
2003,Republican,11,2003-06-12,144528,0.07610981955053692
2003,Republican,4,2003-03-17,144528,0.027676298018377062
2003,Republican,10,2003-03-12,144528,0.06919074504594266
2003,Republican,6,2003-05-17,144528,0.04151444702756559
2003,Republican,8,2003-05-12,144528,0.055352596036754124
2003,Republican,11,2003-11-17,144528,0.07610981955053692
2003,Republican,7,2003-11-12,144528,0.04843352153215986
2003,Republican,8,2003-10-17,144528,0.055352596036754124
2003,Republican,8,2003-10-12,144528,0.055352596036754124
2003,Republican,9,2003-09-17,144528,0.062271670541348384
2003,Republican,12,2003-09-12,144528,0.08302889405513118
2003,Republican,8,2003-04-18,144528,0.055352596036754124
2003,Republican,10,2003-04-13,144528,0.06919074504594266
2003,Republican,18,2003-08-18,144528,0.12454334108269677
2003,Republican,7,2003-08-13,144528,0.04843352153215986
2003,Republican,7,2003-12-18,144528,0.04843352153215986
2003,Republican,4,2003-12-13,144528,0.027676298018377062
2003,Republican,9,2003-02-18,144528,0.062271670541348384
2003,Republican,3,2003-02-13,144528,0.020757223513782796
2003,Republican,6,2003-01-18,144528,0.04151444702756559
2003,Republican,5,2003-01-13,144528,0.03459537252297133
2003,Republican,5,2003-07-18,144528,0.03459537252297133
2003,Republican,7,2003-07-13,144528,0.04843352153215986
2003,Republican,5,2003-06-18,144528,0.03459537252297133
2003,Republican,5,2003-06-13,144528,0.03459537252297133
2003,Republican,6,2003-03-18,144528,0.04151444702756559
2003,Republican,14,2003-03-13,144528,0.09686704306431972
2003,Republican,10,2003-05-18,144528,0.06919074504594266
