year,party,nn,newdate,pop_2,perc
1992,Republican,1,1992-08-20,77466,0.01290888906100741
1992,Republican,3,1992-11-09,77466,0.03872666718302223
1992,Republican,2,1992-12-20,77466,0.02581777812201482
1992,Republican,5,1992-09-09,77466,0.06454444530503706
1992,Republican,5,1992-02-20,77466,0.06454444530503706
1992,Republican,4,1992-04-10,77466,0.05163555624402964
1992,Republican,2,1992-01-20,77466,0.02581777812201482
1992,Republican,5,1992-08-10,77466,0.06454444530503706
1992,Republican,4,1992-07-20,77466,0.05163555624402964
1992,Republican,2,1992-12-10,77466,0.02581777812201482
1992,Republican,3,1992-06-20,77466,0.03872666718302223
1992,Republican,4,1992-02-10,77466,0.05163555624402964
1992,Republican,5,1992-03-20,77466,0.06454444530503706
1992,Republican,5,1992-01-10,77466,0.06454444530503706
1992,Republican,7,1992-11-25,77466,0.09036222342705187
1992,Republican,3,1992-07-10,77466,0.03872666718302223
1992,Republican,6,1992-10-25,77466,0.07745333436604446
1992,Republican,5,1992-06-10,77466,0.06454444530503706
1992,Republican,3,1992-09-25,77466,0.03872666718302223
1992,Republican,2,1992-03-10,77466,0.02581777812201482
1992,Republican,5,1992-04-26,77466,0.06454444530503706
1992,Republican,4,1992-05-10,77466,0.05163555624402964
1992,Republican,6,1992-08-26,77466,0.07745333436604446
1992,Republican,1,1992-11-10,77466,0.01290888906100741
1992,Republican,2,1992-12-26,77466,0.02581777812201482
1992,Republican,2,1992-10-10,77466,0.02581777812201482
1992,Republican,2,1992-02-26,77466,0.02581777812201482
1992,Republican,1,1992-09-10,77466,0.01290888906100741
1992,Republican,4,1992-01-26,77466,0.05163555624402964
1992,Republican,1,1992-04-11,77466,0.01290888906100741
1992,Republican,3,1992-07-26,77466,0.03872666718302223
1992,Republican,3,1992-02-16,77466,0.03872666718302223
1992,Republican,1,1992-06-26,77466,0.01290888906100741
1992,Republican,5,1992-06-21,77466,0.06454444530503706
1992,Republican,6,1992-03-26,77466,0.07745333436604446
1992,Republican,3,1992-03-21,77466,0.03872666718302223
1992,Republican,4,1992-05-26,77466,0.05163555624402964
1992,Republican,1,1992-05-21,77466,0.01290888906100741
1992,Republican,1,1992-11-26,77466,0.01290888906100741
1992,Republican,4,1992-11-21,77466,0.05163555624402964
1992,Republican,4,1992-10-26,77466,0.05163555624402964
1992,Republican,1,1992-10-21,77466,0.01290888906100741
1992,Republican,4,1992-09-26,77466,0.05163555624402964
1992,Republican,2,1992-09-21,77466,0.02581777812201482
1992,Republican,5,1992-04-27,77466,0.06454444530503706
1992,Republican,4,1992-04-22,77466,0.05163555624402964
1992,Republican,3,1992-08-27,77466,0.03872666718302223
1992,Republican,3,1992-08-22,77466,0.03872666718302223
1992,Republican,4,1992-11-11,77466,0.05163555624402964
1992,Republican,7,1992-02-27,77466,0.09036222342705187
1992,Republican,2,1992-10-11,77466,0.02581777812201482
1992,Republican,6,1992-01-27,77466,0.07745333436604446
1992,Republican,4,1992-09-11,77466,0.05163555624402964
1992,Republican,3,1992-07-27,77466,0.03872666718302223
1992,Republican,5,1992-04-12,77466,0.06454444530503706
1992,Republican,2,1992-06-27,77466,0.02581777812201482
1992,Republican,5,1992-08-12,77466,0.06454444530503706
1992,Republican,4,1992-03-27,77466,0.05163555624402964
1992,Republican,6,1992-12-12,77466,0.07745333436604446
1992,Republican,2,1992-05-27,77466,0.02581777812201482
1992,Republican,1,1992-02-12,77466,0.01290888906100741
1992,Republican,2,1992-11-27,77466,0.02581777812201482
1992,Republican,8,1992-02-07,77466,0.10327111248805929
1992,Republican,2,1992-10-27,77466,0.02581777812201482
1992,Republican,11,1992-01-07,77466,0.14199777967108151
1992,Republican,3,1992-09-27,77466,0.03872666718302223
1992,Republican,3,1992-07-07,77466,0.03872666718302223
1992,Republican,5,1992-04-28,77466,0.06454444530503706
1992,Republican,2,1992-06-07,77466,0.02581777812201482
1992,Republican,5,1992-05-12,77466,0.06454444530503706
1992,Republican,4,1992-12-28,77466,0.05163555624402964
1992,Republican,3,1992-11-12,77466,0.03872666718302223
1992,Republican,8,1992-02-28,77466,0.10327111248805929
1992,Republican,2,1992-10-12,77466,0.02581777812201482
1992,Republican,5,1992-01-28,77466,0.06454444530503706
1992,Republican,6,1992-09-12,77466,0.07745333436604446
1992,Republican,4,1992-07-28,77466,0.05163555624402964
1992,Republican,7,1992-04-13,77466,0.09036222342705187
1992,Republican,2,1992-06-28,77466,0.02581777812201482
1992,Republican,3,1992-08-13,77466,0.03872666718302223
1992,Republican,4,1992-03-28,77466,0.05163555624402964
1992,Republican,9,1992-12-13,77466,0.11618000154906669
1992,Republican,2,1992-05-28,77466,0.02581777812201482
1992,Republican,4,1992-02-13,77466,0.05163555624402964
1992,Republican,6,1992-11-28,77466,0.07745333436604446
1992,Republican,2,1992-01-13,77466,0.02581777812201482
1992,Republican,1,1992-10-28,77466,0.01290888906100741
1992,Republican,3,1992-07-13,77466,0.03872666718302223
1992,Republican,3,1992-09-28,77466,0.03872666718302223
1992,Republican,2,1992-06-13,77466,0.02581777812201482
1992,Republican,3,1992-04-29,77466,0.03872666718302223
1992,Republican,4,1992-03-13,77466,0.05163555624402964
1992,Republican,4,1992-08-29,77466,0.05163555624402964
1992,Republican,7,1992-05-13,77466,0.09036222342705187
1992,Republican,3,1992-12-29,77466,0.03872666718302223
1992,Republican,5,1992-11-13,77466,0.06454444530503706
1992,Republican,4,1992-02-29,77466,0.05163555624402964
1992,Republican,2,1992-10-13,77466,0.02581777812201482
1992,Republican,4,1992-01-29,77466,0.05163555624402964
1992,Republican,4,1992-09-13,77466,0.05163555624402964
1992,Republican,4,1992-07-29,77466,0.05163555624402964
1992,Republican,4,1992-04-14,77466,0.05163555624402964
1992,Republican,1,1992-06-29,77466,0.01290888906100741
1992,Republican,4,1992-08-14,77466,0.05163555624402964
1992,Republican,4,1992-03-29,77466,0.05163555624402964
1992,Republican,1,1992-12-14,77466,0.01290888906100741
1992,Republican,6,1992-05-29,77466,0.07745333436604446
1992,Republican,4,1992-02-14,77466,0.05163555624402964
1992,Republican,2,1992-11-29,77466,0.02581777812201482
1992,Republican,2,1992-01-14,77466,0.02581777812201482
1992,Republican,3,1992-10-29,77466,0.03872666718302223
1992,Republican,4,1992-07-14,77466,0.05163555624402964
1992,Republican,1,1992-09-29,77466,0.01290888906100741
1992,Republican,3,1992-10-24,77466,0.03872666718302223
1992,Republican,13,1992-04-30,77466,0.16781555779309634
1992,Republican,4,1992-09-24,77466,0.05163555624402964
1992,Republican,3,1992-08-30,77466,0.03872666718302223
1992,Republican,4,1992-04-25,77466,0.05163555624402964
1992,Republican,4,1992-12-30,77466,0.05163555624402964
1992,Republican,5,1992-08-25,77466,0.06454444530503706
1992,Republican,4,1992-01-30,77466,0.05163555624402964
1992,Republican,1,1992-12-25,77466,0.01290888906100741
1992,Republican,2,1992-07-30,77466,0.02581777812201482
1992,Republican,4,1992-02-25,77466,0.05163555624402964
1992,Republican,4,1992-06-30,77466,0.05163555624402964
1992,Republican,5,1992-01-25,77466,0.06454444530503706
1992,Republican,2,1992-03-30,77466,0.02581777812201482
1992,Republican,3,1992-07-25,77466,0.03872666718302223
1992,Republican,4,1992-05-30,77466,0.05163555624402964
1992,Republican,3,1992-06-25,77466,0.03872666718302223
1992,Republican,4,1992-11-30,77466,0.05163555624402964
1992,Republican,6,1992-03-25,77466,0.07745333436604446
1992,Republican,3,1992-10-30,77466,0.03872666718302223
1992,Republican,5,1992-05-25,77466,0.06454444530503706
1992,Republican,8,1992-07-15,77466,0.10327111248805929
1992,Republican,6,1992-08-31,77466,0.07745333436604446
1992,Republican,1,1992-06-15,77466,0.01290888906100741
1992,Republican,2,1992-12-31,77466,0.02581777812201482
1992,Republican,7,1992-03-15,77466,0.09036222342705187
1992,Republican,1,1992-01-31,77466,0.01290888906100741
1992,Republican,9,1992-05-15,77466,0.11618000154906669
1992,Republican,1,1992-07-31,77466,0.01290888906100741
1992,Republican,5,1992-11-15,77466,0.06454444530503706
1992,Republican,2,1992-03-31,77466,0.02581777812201482
1992,Republican,8,1992-10-15,77466,0.10327111248805929
1992,Republican,2,1992-05-31,77466,0.02581777812201482
1992,Republican,3,1992-09-15,77466,0.03872666718302223
1992,Republican,2,1992-10-31,77466,0.02581777812201482
1993,Democratic,19,1993-04-01,180053,0.10552448445735423
1993,Democratic,17,1993-08-01,180053,0.09441664398815904
1993,Democratic,19,1993-05-21,180053,0.10552448445735423
1993,Democratic,13,1993-12-01,180053,0.07220096304976868
1993,Democratic,14,1993-11-21,180053,0.07775488328436626
1993,Democratic,17,1993-02-01,180053,0.09441664398815904
1993,Democratic,15,1993-10-21,180053,0.08330880351896386
1993,Democratic,21,1993-01-01,180053,0.1166323249265494
1993,Democratic,18,1993-09-21,180053,0.09997056422275663
1993,Democratic,15,1993-07-01,180053,0.08330880351896386
1993,Democratic,13,1993-04-22,180053,0.07220096304976868
1993,Democratic,25,1993-06-01,180053,0.13884800586493976
1993,Democratic,22,1993-08-22,180053,0.12218624516114698
1993,Democratic,17,1993-03-01,180053,0.09441664398815904
1993,Democratic,5,1993-12-22,180053,0.027769601172987955
1993,Democratic,13,1993-05-01,180053,0.07220096304976868
1993,Democratic,12,1993-06-27,180053,0.06664704281517109
1993,Democratic,27,1993-11-01,180053,0.14995584633413495
1993,Democratic,8,1993-04-07,180053,0.04443136187678073
1993,Democratic,22,1993-10-01,180053,0.12218624516114698
1993,Democratic,20,1993-08-07,180053,0.11107840469195182
1993,Democratic,18,1993-09-01,180053,0.09997056422275663
1993,Democratic,23,1993-12-07,180053,0.1277401653957446
1993,Democratic,20,1993-04-02,180053,0.11107840469195182
1993,Democratic,17,1993-02-07,180053,0.09441664398815904
1993,Democratic,17,1993-08-02,180053,0.09441664398815904
1993,Democratic,24,1993-01-07,180053,0.13329408563034217
1993,Democratic,17,1993-12-02,180053,0.09441664398815904
1993,Democratic,22,1993-07-07,180053,0.12218624516114698
1993,Democratic,22,1993-02-02,180053,0.12218624516114698
1993,Democratic,10,1993-06-07,180053,0.05553920234597591
1993,Democratic,16,1993-01-02,180053,0.08886272375356145
1993,Democratic,21,1993-07-02,180053,0.1166323249265494
1993,Democratic,24,1993-10-17,180053,0.13329408563034217
1993,Democratic,25,1993-06-02,180053,0.13884800586493976
1993,Democratic,18,1993-09-17,180053,0.09997056422275663
1993,Democratic,11,1993-03-02,180053,0.06109312258057349
1993,Democratic,20,1993-04-18,180053,0.11107840469195182
1993,Democratic,21,1993-05-02,180053,0.1166323249265494
1993,Democratic,16,1993-08-18,180053,0.08886272375356145
1993,Democratic,23,1993-11-02,180053,0.1277401653957446
1993,Democratic,11,1993-12-18,180053,0.06109312258057349
1993,Democratic,34,1993-10-02,180053,0.18883328797631807
1993,Democratic,20,1993-02-18,180053,0.11107840469195182
1993,Democratic,20,1993-09-02,180053,0.11107840469195182
1993,Democratic,17,1993-01-18,180053,0.09441664398815904
1993,Democratic,23,1993-04-03,180053,0.1277401653957446
1993,Democratic,22,1993-07-18,180053,0.12218624516114698
1993,Democratic,20,1993-08-03,180053,0.11107840469195182
1993,Democratic,18,1993-06-18,180053,0.09997056422275663
1993,Democratic,21,1993-12-03,180053,0.1166323249265494
1993,Democratic,15,1993-03-18,180053,0.08330880351896386
1993,Democratic,16,1993-02-03,180053,0.08886272375356145
1993,Democratic,15,1993-05-18,180053,0.08330880351896386
1993,Democratic,11,1993-01-03,180053,0.06109312258057349
1993,Democratic,20,1993-11-18,180053,0.11107840469195182
1993,Democratic,16,1993-07-03,180053,0.08886272375356145
1993,Democratic,24,1993-05-08,180053,0.13329408563034217
1993,Democratic,23,1993-06-03,180053,0.1277401653957446
1993,Democratic,19,1993-11-08,180053,0.10552448445735423
1993,Democratic,20,1993-03-03,180053,0.11107840469195182
1993,Democratic,25,1993-10-08,180053,0.13884800586493976
1993,Democratic,18,1993-05-03,180053,0.09997056422275663
1993,Democratic,17,1993-09-08,180053,0.09441664398815904
1993,Democratic,21,1993-11-03,180053,0.1166323249265494
1993,Democratic,26,1993-04-09,180053,0.14440192609953736
1993,Democratic,23,1993-10-03,180053,0.1277401653957446
1993,Democratic,26,1993-08-09,180053,0.14440192609953736
1993,Democratic,18,1993-09-03,180053,0.09997056422275663
1993,Democratic,18,1993-12-09,180053,0.09997056422275663
1993,Democratic,7,1993-04-04,180053,0.03887744164218313
1993,Democratic,17,1993-02-09,180053,0.09441664398815904
1993,Democratic,16,1993-08-04,180053,0.08886272375356145
1993,Democratic,16,1993-01-09,180053,0.08886272375356145
1993,Democratic,11,1993-12-04,180053,0.06109312258057349
1993,Democratic,26,1993-07-09,180053,0.14440192609953736
1993,Democratic,17,1993-02-04,180053,0.09441664398815904
1993,Democratic,12,1993-06-09,180053,0.06664704281517109
1993,Democratic,26,1993-01-04,180053,0.14440192609953736
1993,Democratic,9,1993-03-09,180053,0.049985282111378315
1993,Democratic,30,1993-07-04,180053,0.16661760703792772
1993,Democratic,20,1993-05-09,180053,0.11107840469195182
1993,Democratic,19,1993-06-04,180053,0.10552448445735423
1993,Democratic,24,1993-11-09,180053,0.13329408563034217
1993,Democratic,11,1993-03-04,180053,0.06109312258057349
1993,Democratic,14,1993-08-20,180053,0.07775488328436626
1993,Democratic,17,1993-05-04,180053,0.09441664398815904
1993,Democratic,30,1993-11-04,180053,0.16661760703792772
1993,Democratic,18,1993-05-30,180053,0.09997056422275663
1993,Democratic,8,1993-10-04,180053,0.04443136187678073
1993,Democratic,11,1993-09-04,180053,0.06109312258057349
1993,Democratic,11,1993-01-20,180053,0.06109312258057349
1993,Democratic,17,1993-04-05,180053,0.09441664398815904
1993,Democratic,28,1993-07-20,180053,0.15550976656873253
1993,Democratic,27,1993-08-05,180053,0.14995584633413495
1993,Democratic,17,1993-06-20,180053,0.09441664398815904
1993,Democratic,21,1993-12-05,180053,0.1166323249265494
1993,Democratic,16,1993-03-20,180053,0.08886272375356145
1993,Democratic,23,1993-02-05,180053,0.1277401653957446
1993,Democratic,18,1993-05-20,180053,0.09997056422275663
1993,Democratic,19,1993-01-05,180053,0.10552448445735423
1993,Democratic,11,1993-11-20,180053,0.06109312258057349
1993,Democratic,18,1993-07-05,180053,0.09997056422275663
1993,Democratic,10,1993-10-20,180053,0.05553920234597591
1993,Democratic,15,1993-06-05,180053,0.08330880351896386
1993,Democratic,17,1993-09-20,180053,0.09441664398815904
1993,Democratic,20,1993-03-05,180053,0.11107840469195182
1993,Democratic,24,1993-04-21,180053,0.13329408563034217
1993,Democratic,19,1993-05-05,180053,0.10552448445735423
1993,Democratic,11,1993-08-21,180053,0.06109312258057349
1993,Democratic,21,1993-11-05,180053,0.1166323249265494
1993,Democratic,9,1993-12-21,180053,0.049985282111378315
1993,Democratic,15,1993-10-05,180053,0.08330880351896386
1993,Democratic,11,1993-02-21,180053,0.06109312258057349
1993,Democratic,11,1993-09-05,180053,0.06109312258057349
1993,Democratic,20,1993-01-21,180053,0.11107840469195182
1993,Democratic,21,1993-04-06,180053,0.1166323249265494
1993,Democratic,14,1993-07-21,180053,0.07775488328436626
1993,Democratic,17,1993-08-06,180053,0.09441664398815904
1993,Democratic,9,1993-06-21,180053,0.049985282111378315
1993,Democratic,17,1993-12-06,180053,0.09441664398815904
1993,Democratic,14,1993-03-21,180053,0.07775488328436626
1993,Democratic,12,1993-02-06,180053,0.06664704281517109
1993,Democratic,22,1993-07-11,180053,0.12218624516114698
1993,Democratic,17,1993-01-06,180053,0.09441664398815904
1993,Democratic,12,1993-06-11,180053,0.06664704281517109
1993,Democratic,13,1993-07-06,180053,0.07220096304976868
1993,Democratic,16,1993-03-11,180053,0.08886272375356145
1993,Democratic,24,1993-06-06,180053,0.13329408563034217
1993,Democratic,6,1993-12-27,180053,0.033323521407585543
1993,Democratic,21,1993-03-06,180053,0.1166323249265494
1993,Democratic,28,1993-02-27,180053,0.15550976656873253
1993,Democratic,15,1993-05-06,180053,0.08330880351896386
1993,Democratic,24,1993-01-27,180053,0.13329408563034217
1993,Democratic,16,1993-11-06,180053,0.08886272375356145
1993,Democratic,21,1993-07-27,180053,0.1166323249265494
1993,Democratic,19,1993-10-06,180053,0.10552448445735423
1993,Democratic,19,1993-08-17,180053,0.10552448445735423
1993,Democratic,18,1993-09-06,180053,0.09997056422275663
1993,Democratic,21,1993-03-27,180053,0.1166323249265494
1993,Democratic,19,1993-07-22,180053,0.10552448445735423
1993,Democratic,22,1993-05-27,180053,0.12218624516114698
1993,Democratic,30,1993-02-12,180053,0.16661760703792772
1993,Democratic,11,1993-11-27,180053,0.06109312258057349
1993,Democratic,14,1993-01-12,180053,0.07775488328436626
1993,Democratic,18,1993-10-27,180053,0.09997056422275663
1993,Democratic,17,1993-07-12,180053,0.09441664398815904
1993,Democratic,19,1993-09-27,180053,0.10552448445735423
1993,Democratic,17,1993-10-22,180053,0.09441664398815904
1993,Democratic,9,1993-04-28,180053,0.049985282111378315
1993,Democratic,17,1993-09-22,180053,0.09441664398815904
1993,Democratic,25,1993-08-28,180053,0.13884800586493976
1993,Democratic,25,1993-04-23,180053,0.13884800586493976
1993,Democratic,26,1993-03-07,180053,0.14440192609953736
1993,Democratic,18,1993-08-23,180053,0.09997056422275663
1993,Democratic,26,1993-05-07,180053,0.14440192609953736
1993,Democratic,14,1993-11-07,180053,0.07775488328436626
1993,Democratic,24,1993-01-28,180053,0.13329408563034217
1993,Democratic,20,1993-10-07,180053,0.11107840469195182
1993,Democratic,20,1993-07-28,180053,0.11107840469195182
1993,Democratic,29,1993-09-07,180053,0.16106368680333014
1993,Democratic,20,1993-06-28,180053,0.11107840469195182
1993,Democratic,19,1993-04-08,180053,0.10552448445735423
1993,Democratic,7,1993-03-28,180053,0.03887744164218313
1993,Democratic,23,1993-08-08,180053,0.1277401653957446
1993,Democratic,18,1993-05-28,180053,0.09997056422275663
1993,Democratic,15,1993-12-08,180053,0.08330880351896386
1993,Democratic,9,1993-11-28,180053,0.049985282111378315
1993,Democratic,10,1993-02-08,180053,0.05553920234597591
1993,Democratic,24,1993-10-28,180053,0.13329408563034217
1993,Democratic,11,1993-01-08,180053,0.06109312258057349
1993,Democratic,17,1993-10-23,180053,0.09441664398815904
1993,Democratic,24,1993-07-08,180053,0.13329408563034217
1993,Democratic,16,1993-09-23,180053,0.08886272375356145
1993,Democratic,17,1993-06-08,180053,0.09441664398815904
1993,Democratic,17,1993-04-24,180053,0.09441664398815904
1993,Democratic,10,1993-03-08,180053,0.05553920234597591
1993,Democratic,19,1993-08-24,180053,0.10552448445735423
1993,Democratic,14,1993-11-13,180053,0.07775488328436626
1993,Democratic,5,1993-12-24,180053,0.027769601172987955
1993,Democratic,15,1993-10-13,180053,0.08330880351896386
1993,Democratic,15,1993-02-24,180053,0.08330880351896386
1993,Democratic,11,1993-09-13,180053,0.06109312258057349
1993,Democratic,11,1993-01-24,180053,0.06109312258057349
1993,Democratic,12,1993-04-14,180053,0.06664704281517109
1993,Democratic,23,1993-07-24,180053,0.1277401653957446
1993,Democratic,23,1993-08-14,180053,0.1277401653957446
1993,Democratic,20,1993-06-24,180053,0.11107840469195182
1993,Democratic,13,1993-12-14,180053,0.07220096304976868
1993,Democratic,17,1993-03-24,180053,0.09441664398815904
1993,Democratic,16,1993-02-14,180053,0.08886272375356145
1993,Democratic,21,1993-05-24,180053,0.1166323249265494
1993,Democratic,19,1993-01-14,180053,0.10552448445735423
1993,Democratic,14,1993-11-24,180053,0.07775488328436626
1993,Democratic,17,1993-07-14,180053,0.09441664398815904
1993,Democratic,14,1993-10-24,180053,0.07775488328436626
1993,Democratic,22,1993-06-14,180053,0.12218624516114698
1993,Democratic,20,1993-09-24,180053,0.11107840469195182
1993,Democratic,7,1993-03-14,180053,0.03887744164218313
1993,Democratic,21,1993-04-25,180053,0.1166323249265494
1993,Democratic,20,1993-05-14,180053,0.11107840469195182
1993,Democratic,16,1993-08-25,180053,0.08886272375356145
1993,Democratic,17,1993-11-14,180053,0.09441664398815904
1993,Democratic,5,1993-12-25,180053,0.027769601172987955
1993,Democratic,10,1993-10-14,180053,0.05553920234597591
1993,Democratic,16,1993-02-25,180053,0.08886272375356145
1993,Democratic,9,1993-10-09,180053,0.049985282111378315
1993,Democratic,14,1993-03-30,180053,0.07775488328436626
1993,Democratic,18,1993-09-09,180053,0.09997056422275663
1993,Democratic,11,1993-12-20,180053,0.06109312258057349
1993,Democratic,19,1993-04-10,180053,0.10552448445735423
1993,Democratic,16,1993-11-30,180053,0.08886272375356145
1993,Democratic,20,1993-08-10,180053,0.11107840469195182
1993,Democratic,16,1993-10-30,180053,0.08886272375356145
1993,Democratic,18,1993-12-10,180053,0.09997056422275663
1993,Democratic,20,1993-09-30,180053,0.11107840469195182
1993,Democratic,21,1993-02-10,180053,0.1166323249265494
1993,Democratic,11,1993-08-31,180053,0.06109312258057349
1993,Democratic,11,1993-01-10,180053,0.06109312258057349
1993,Democratic,6,1993-12-31,180053,0.033323521407585543
1993,Democratic,23,1993-07-10,180053,0.1277401653957446
1993,Democratic,10,1993-01-31,180053,0.05553920234597591
1993,Democratic,22,1993-06-10,180053,0.12218624516114698
1993,Democratic,17,1993-07-31,180053,0.09441664398815904
1993,Democratic,18,1993-03-10,180053,0.09997056422275663
1993,Democratic,17,1993-03-31,180053,0.09441664398815904
1993,Democratic,19,1993-05-10,180053,0.10552448445735423
1993,Democratic,16,1993-05-31,180053,0.08886272375356145
1993,Democratic,16,1993-11-10,180053,0.08886272375356145
1993,Democratic,18,1993-10-31,180053,0.09997056422275663
1993,Democratic,11,1993-10-10,180053,0.06109312258057349
1993,Democratic,13,1993-01-26,180053,0.07220096304976868
1993,Democratic,21,1993-09-10,180053,0.1166323249265494
1993,Democratic,14,1993-07-26,180053,0.07775488328436626
1993,Democratic,15,1993-04-11,180053,0.08330880351896386
1993,Democratic,14,1993-06-26,180053,0.07775488328436626
1993,Democratic,18,1993-08-11,180053,0.09997056422275663
1993,Democratic,15,1993-03-26,180053,0.08330880351896386
1993,Democratic,6,1993-12-11,180053,0.033323521407585543
1993,Democratic,22,1993-05-26,180053,0.12218624516114698
1993,Democratic,24,1993-02-11,180053,0.13329408563034217
1993,Democratic,11,1993-11-26,180053,0.06109312258057349
1993,Democratic,17,1993-01-11,180053,0.09441664398815904
1993,Democratic,18,1993-10-26,180053,0.09997056422275663
1993,Democratic,12,1993-06-16,180053,0.06664704281517109
1993,Democratic,25,1993-09-26,180053,0.13884800586493976
1993,Democratic,11,1993-03-16,180053,0.06109312258057349
1993,Democratic,28,1993-04-27,180053,0.15550976656873253
1993,Democratic,19,1993-05-16,180053,0.10552448445735423
1993,Democratic,25,1993-05-11,180053,0.13884800586493976
1993,Democratic,17,1993-11-16,180053,0.09441664398815904
1993,Democratic,18,1993-11-11,180053,0.09997056422275663
1993,Democratic,17,1993-10-16,180053,0.09441664398815904
1993,Democratic,24,1993-10-11,180053,0.13329408563034217
1993,Democratic,14,1993-09-16,180053,0.07775488328436626
1993,Democratic,16,1993-09-11,180053,0.08886272375356145
1993,Democratic,26,1993-04-17,180053,0.14440192609953736
1993,Democratic,19,1993-04-12,180053,0.10552448445735423
1993,Democratic,15,1993-02-22,180053,0.08330880351896386
1993,Democratic,12,1993-08-12,180053,0.06664704281517109
1993,Democratic,21,1993-12-17,180053,0.1166323249265494
1993,Democratic,14,1993-12-12,180053,0.07775488328436626
1993,Democratic,11,1993-02-17,180053,0.06109312258057349
1993,Democratic,15,1993-06-22,180053,0.08330880351896386
1993,Democratic,18,1993-01-17,180053,0.09997056422275663
1993,Democratic,15,1993-03-22,180053,0.08330880351896386
1993,Democratic,23,1993-07-17,180053,0.1277401653957446
1993,Democratic,17,1993-05-22,180053,0.09441664398815904
1993,Democratic,24,1993-06-17,180053,0.13329408563034217
1993,Democratic,19,1993-06-12,180053,0.10552448445735423
1993,Democratic,14,1993-03-17,180053,0.07775488328436626
1993,Democratic,22,1993-03-12,180053,0.12218624516114698
1993,Democratic,23,1993-05-17,180053,0.1277401653957446
1993,Democratic,26,1993-05-12,180053,0.14440192609953736
1993,Democratic,7,1993-12-28,180053,0.03887744164218313
1993,Democratic,22,1993-11-12,180053,0.12218624516114698
1993,Democratic,10,1993-02-28,180053,0.05553920234597591
1993,Democratic,11,1993-10-12,180053,0.06109312258057349
1993,Democratic,14,1993-12-23,180053,0.07775488328436626
1993,Democratic,21,1993-09-12,180053,0.1166323249265494
1993,Democratic,13,1993-02-23,180053,0.07220096304976868
1993,Democratic,26,1993-04-13,180053,0.14440192609953736
1993,Democratic,18,1993-01-23,180053,0.09997056422275663
1993,Democratic,17,1993-08-13,180053,0.09441664398815904
1993,Democratic,15,1993-07-23,180053,0.08330880351896386
1993,Democratic,22,1993-12-13,180053,0.12218624516114698
1993,Democratic,23,1993-06-23,180053,0.1277401653957446
1993,Democratic,11,1993-02-13,180053,0.06109312258057349
1993,Democratic,15,1993-03-23,180053,0.08330880351896386
1993,Democratic,14,1993-01-13,180053,0.07775488328436626
1993,Democratic,20,1993-05-23,180053,0.11107840469195182
1993,Democratic,18,1993-07-13,180053,0.09997056422275663
1993,Democratic,16,1993-09-28,180053,0.08886272375356145
1993,Democratic,19,1993-06-13,180053,0.10552448445735423
1993,Democratic,18,1993-04-29,180053,0.09997056422275663
1993,Democratic,12,1993-03-13,180053,0.06664704281517109
1993,Democratic,18,1993-08-29,180053,0.09997056422275663
1993,Democratic,14,1993-05-13,180053,0.07775488328436626
1993,Democratic,6,1993-12-29,180053,0.033323521407585543
1993,Democratic,17,1993-10-18,180053,0.09441664398815904
1993,Democratic,23,1993-01-29,180053,0.1277401653957446
1993,Democratic,11,1993-09-18,180053,0.06109312258057349
1993,Democratic,20,1993-07-29,180053,0.11107840469195182
1993,Democratic,18,1993-04-19,180053,0.09997056422275663
1993,Democratic,20,1993-06-29,180053,0.11107840469195182
1993,Democratic,17,1993-08-19,180053,0.09441664398815904
1993,Democratic,18,1993-03-29,180053,0.09997056422275663
1993,Democratic,7,1993-12-19,180053,0.03887744164218313
1993,Democratic,16,1993-05-29,180053,0.08886272375356145
1993,Democratic,20,1993-02-19,180053,0.11107840469195182
1993,Democratic,16,1993-11-29,180053,0.08886272375356145
1993,Democratic,15,1993-01-19,180053,0.08330880351896386
1993,Democratic,28,1993-10-29,180053,0.15550976656873253
1993,Democratic,14,1993-07-19,180053,0.07775488328436626
1993,Democratic,12,1993-09-29,180053,0.06664704281517109
1993,Democratic,15,1993-06-19,180053,0.08330880351896386
1993,Democratic,22,1993-04-30,180053,0.12218624516114698
1993,Democratic,10,1993-03-19,180053,0.05553920234597591
1993,Democratic,23,1993-08-30,180053,0.1277401653957446
1993,Democratic,9,1993-05-19,180053,0.049985282111378315
1993,Democratic,7,1993-12-30,180053,0.03887744164218313
1993,Democratic,24,1993-11-19,180053,0.13329408563034217
1993,Democratic,14,1993-01-30,180053,0.07775488328436626
1993,Democratic,14,1993-10-19,180053,0.07775488328436626
1993,Democratic,20,1993-07-30,180053,0.11107840469195182
1993,Democratic,19,1993-09-19,180053,0.10552448445735423
1993,Democratic,22,1993-06-30,180053,0.12218624516114698
1993,Democratic,21,1993-09-14,180053,0.1166323249265494
1993,Democratic,14,1993-01-25,180053,0.07775488328436626
1993,Democratic,22,1993-04-15,180053,0.12218624516114698
1993,Democratic,12,1993-07-25,180053,0.06664704281517109
1993,Democratic,18,1993-08-15,180053,0.09997056422275663
1993,Democratic,17,1993-02-20,180053,0.09441664398815904
1993,Democratic,9,1993-12-15,180053,0.049985282111378315
1993,Democratic,14,1993-03-25,180053,0.07775488328436626
1993,Democratic,11,1993-02-15,180053,0.06109312258057349
1993,Democratic,14,1993-05-25,180053,0.07775488328436626
1993,Democratic,18,1993-01-15,180053,0.09997056422275663
1993,Democratic,10,1993-11-25,180053,0.05553920234597591
